2025-05-26 01:04:10.871 [nacos-grpc-client-executor-127.0.0.1-4795] INFO  com.alibaba.nacos.common.remote.client - [6b9a4a87-463a-424a-b7ea-3c76e6842640] Receive server push request, request = NotifySubscriberRequest, requestId = 13
2025-05-26 01:04:10.888 [nacos-grpc-client-executor-127.0.0.1-4795] INFO  com.alibaba.nacos.client.naming - removed ips(1) service: DEFAULT_GROUP@@xym-cloud-content -> [{"instanceId":"10.20.118.174#8031#DEFAULT#DEFAULT_GROUP@@xym-cloud-content","ip":"10.20.118.174","port":8031,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xym-cloud-content","metadata":{"management.endpoints.web.base-path":"/actuator","preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000}]
2025-05-26 01:04:10.889 [nacos-grpc-client-executor-127.0.0.1-4795] INFO  com.alibaba.nacos.client.naming - current ips:(0) service: DEFAULT_GROUP@@xym-cloud-content -> []
2025-05-26 01:04:10.907 [nacos-grpc-client-executor-127.0.0.1-4795] INFO  com.alibaba.nacos.common.remote.client - [6b9a4a87-463a-424a-b7ea-3c76e6842640] Ack server push request, request = NotifySubscriberRequest, requestId = 13
2025-05-26 01:04:10.968 [nacos-grpc-client-executor-127.0.0.1-4796] INFO  com.alibaba.nacos.common.remote.client - [6b9a4a87-463a-424a-b7ea-3c76e6842640] Receive server push request, request = NotifySubscriberRequest, requestId = 14
2025-05-26 01:04:10.968 [nacos-grpc-client-executor-127.0.0.1-4796] INFO  com.alibaba.nacos.client.naming - removed ips(1) service: DEFAULT_GROUP@@xym-cloud-user -> [{"instanceId":"10.20.118.174#8032#DEFAULT#DEFAULT_GROUP@@xym-cloud-user","ip":"10.20.118.174","port":8032,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xym-cloud-user","metadata":{"management.endpoints.web.base-path":"/actuator","preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000}]
2025-05-26 01:04:10.968 [nacos-grpc-client-executor-127.0.0.1-4796] INFO  com.alibaba.nacos.client.naming - current ips:(0) service: DEFAULT_GROUP@@xym-cloud-user -> []
2025-05-26 01:04:10.982 [nacos-grpc-client-executor-127.0.0.1-4796] INFO  com.alibaba.nacos.common.remote.client - [6b9a4a87-463a-424a-b7ea-3c76e6842640] Ack server push request, request = NotifySubscriberRequest, requestId = 14
2025-05-26 01:04:12.248 [SpringApplicationShutdownHook] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - De-registering from Nacos Server now...
2025-05-26 01:04:12.249 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - [DEREGISTER-SERVICE] public deregistering service xym-cloud-gateway with instance: Instance{instanceId='null', ip='10.20.118.174', port=8030, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={}}
2025-05-26 01:04:12.279 [SpringApplicationShutdownHook] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - De-registration finished.
2025-05-26 01:04:12.282 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.cache.ServiceInfoHolder do shutdown begin
2025-05-26 01:04:12.282 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.backups.FailoverReactor do shutdown begin
2025-05-26 01:04:12.283 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.backups.FailoverReactor do shutdown stop
2025-05-26 01:04:12.283 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.cache.ServiceInfoHolder do shutdown stop
2025-05-26 01:04:12.283 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.remote.NamingClientProxyDelegate do shutdown begin
2025-05-26 01:04:12.283 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.core.ServiceInfoUpdateService do shutdown begin
